created_at,favorite_count,full_text,quote_count,reply_count,retweet_count,hashtags,cleaned_text,cleaned_text_2,tokenized_text,stemmed_text,lemmatized_text
Sun Aug 31 16:41:02 +0000 2025,1379,@revlalenta Titip caci maki polisi anj tolol nan biadab juga dong kak.. salah satu temenku juga dipukul tbtb sama polisi.. padahal dia lagi kerja pake lanyard dan udh bilanh LAGI KERJA BUKAN DEMO .. kayanya itu polisinya sableng atau dikira lagi maen GTA. Goblog emg najisss https://t.co/RAeF0FTz2v,4,6,153,[],titip caci maki polisi anj tolol nan biadab juga dong kak salah satu temenku juga dipukul tbtb sama polisi padahal dia lagi kerja pake lanyard dan udh bilanh lagi kerja bukan demo  kayanya itu polisinya sableng atau dikira lagi maen gta goblog emg najisss,titip caci maki polisi anj nan biadab kak salah temenku dipukul tbtb polisi kerja pake lanyard bilanh kerja demo kayanya polisinya sableng maen gta goblog najisss,"['titip', 'caci', 'maki', 'polisi', 'anj', 'nan', 'biadab', 'kak', 'salah', 'temenku', 'dipukul', 'tbtb', 'polisi', 'kerja', 'pake', 'lanyard', 'bilanh', 'kerja', 'demo', 'kayanya', 'polisinya', 'sableng', 'maen', 'gta', 'goblog', 'najisss']",titip caci maki polisi anj nan biadab kak salah temenku pukul tbtb polisi kerja pake lanyard bilanh kerja demo kaya polisi sableng maen gta goblog najisss,titip caci maki polisi anj nan biadab kak salah temenku dipukul tbtb polisi kerja pake lanyard bilanh kerja demo kayanya polisinya sableng maen gta goblog najisss
Sun Aug 31 08:36:13 +0000 2025,17505,Dari press conference Prabowo - Belum ada kata minta maaf sekalipun - Himbauan tidak menyasar ke aparat kepolisian yang arogan dan semena-mena - Tidak ada pernyataan prihal orang-orang yang diculik aparat - Menuduh ada pihak ketiga yang menyusupi aksi - Merdeka https://t.co/qpFBusNsVb,3398,431,13011,[],dari press conference prabowo  belum ada kata minta maaf sekalipun  himbauan tidak menyasar ke aparat kepolisian yang arogan dan semenamena  tidak ada pernyataan prihal orangorang yang diculik aparat  menuduh ada pihak ketiga yang menyusupi aksi  merdeka,press conference prabowo maaf himbauan menyasar aparat kepolisian arogan semenamena pernyataan prihal orangorang diculik aparat menuduh ketiga menyusupi aksi merdeka,"['press', 'conference', 'prabowo', 'maaf', 'himbauan', 'menyasar', 'aparat', 'kepolisian', 'arogan', 'semenamena', 'pernyataan', 'prihal', 'orangorang', 'diculik', 'aparat', 'menuduh', 'ketiga', 'menyusupi', 'aksi', 'merdeka']",press conference prabowo maaf himbauan sasar aparat polisi arogan semenamena nyata prihal orangorang culik aparat tuduh tiga susup aksi merdeka,press conference prabowo maaf himbauan menyasar aparat kepolisian arogan semenamena pernyataan prihal orangorang diculik aparat menuduh ketiga menyusupi aksi merdeka
Sun Aug 31 12:07:54 +0000 2025,7293,@txtdrimedia Gw yakin banyak polisi indo yg muslim asal kalian tau aja gw ngingetin salah satu alasan lo abadi di neraka adalah membunuh sesama muslim. But you will never care its okay karena kepastian yg akan lo hadapi juga sebuah kematian you'll see,38,47,1372,[],gw yakin banyak polisi indo yg muslim asal kalian tau aja gw ngingetin salah satu alasan lo abadi di neraka adalah membunuh sesama muslim but you will never care its okay karena kepastian yg akan lo hadapi juga sebuah kematian youll see,polisi indo muslim aja ngingetin salah alasan abadi neraka membunuh muslim but you will never care its okay kepastian hadapi kematian youll see,"['polisi', 'indo', 'muslim', 'aja', 'ngingetin', 'salah', 'alasan', 'abadi', 'neraka', 'membunuh', 'muslim', 'but', 'you', 'will', 'never', 'care', 'its', 'okay', 'kepastian', 'hadapi', 'kematian', 'youll', 'see']",polisi indo muslim aja ngingetin salah alas abadi neraka bunuh muslim but you will never care its okay pasti hadap mati youll see,polisi indo muslim aja ngingetin salah alasan abadi neraka membunuh muslim but you will never care it okay kepastian hadapi kematian youll see
Fri Aug 29 07:08:24 +0000 2025,223,Prabowo dan Anjing-Anjing di Gedung DPR RI Aksi demonstrasi yang berlangsung pada 28 Agustus kemarin yang menuntut DPR agar lebih peduli dengan kondisi rakyat saat ini menyisakan duka yang mendalam bagi kita semua termasuk aparat keamanan negara. Bukan hanya karena kehilangan https://t.co/OgdilMJee3,4,11,85,[],prabowo dan anjinganjing di gedung dpr ri aksi demonstrasi yang berlangsung pada  agustus kemarin yang menuntut dpr agar lebih peduli dengan kondisi rakyat saat ini menyisakan duka yang mendalam bagi kita semua termasuk aparat keamanan negara bukan hanya karena kehilangan,prabowo anjinganjing gedung dewan perwakilan rakyat aksi demonstrasi agustus kemarin menuntut dewan perwakilan rakyat peduli kondisi rakyat menyisakan duka mendalam aparat keamanan negara kehilangan,"['prabowo', 'anjinganjing', 'gedung', 'dewan', 'perwakilan', 'rakyat', 'aksi', 'demonstrasi', 'agustus', 'kemarin', 'menuntut', 'dewan', 'perwakilan', 'rakyat', 'peduli', 'kondisi', 'rakyat', 'menyisakan', 'duka', 'mendalam', 'aparat', 'keamanan', 'negara', 'kehilangan']",prabowo anjinganjing gedung dewan wakil rakyat aksi demonstrasi agustus kemarin tuntut dewan wakil rakyat peduli kondisi rakyat sisa duka dalam aparat aman negara hilang,prabowo anjinganjing gedung dewan perwakilan rakyat aksi demonstrasi agustus kemarin menuntut dewan perwakilan rakyat peduli kondisi rakyat menyisakan duka mendalam aparat keamanan negara kehilangan
Sun Aug 31 22:45:40 +0000 2025,5052,Ini salah satu alasan mengapa harus ada reformasi Polri. Polisi berpakaian sipil membawa senjata api secara terbuka saat ada kerusuhan ini membuat mereka susah diidentifikasi dan kalau ada apa-apa apa Polri akan tanggung jawab secara institusional?,30,14,4565,[],ini salah satu alasan mengapa harus ada reformasi polri polisi berpakaian sipil membawa senjata api secara terbuka saat ada kerusuhan ini membuat mereka susah diidentifikasi dan kalau ada apaapa apa polri akan tanggung jawab secara institusional,salah alasan reformasi polri polisi berpakaian sipil membawa senjata api terbuka kerusuhan susah diidentifikasi apaapa polri tanggung institusional,"['salah', 'alasan', 'reformasi', 'polri', 'polisi', 'berpakaian', 'sipil', 'membawa', 'senjata', 'api', 'terbuka', 'kerusuhan', 'susah', 'diidentifikasi', 'apaapa', 'polri', 'tanggung', 'institusional']",salah alas reformasi polri polisi pakai sipil bawa senjata api buka rusuh susah identifikasi apaapa polri tanggung institusional,salah alasan reformasi polri polisi berpakaian sipil membawa senjata api terbuka kerusuhan susah diidentifikasi apaapa polri tanggung institusional
Sat Aug 30 01:53:11 +0000 2025,355,Kantor DPRD Makasar Tinggal Puing² &amp; 87 Mobil Dinas Tinggal Kerangka Besi. Semua Ini Dampak Dari Politik &amp; Ekonomi. Filing Gue Ada Kekutan Besar Agar Rakyat Tak Percaya Terhadap Presiden Prabowo Yg Pada Akhirnya Presiden Prabowo Di Gulingkan Ayo Kita Bersatu Jaga RI 1 Prabowo https://t.co/KNbiGZZ8mY,11,108,102,[],kantor dprd makasar tinggal puing amp  mobil dinas tinggal kerangka besi semua ini dampak dari politik amp ekonomi filing gue ada kekutan besar agar rakyat tak percaya terhadap presiden prabowo yg pada akhirnya presiden prabowo di gulingkan ayo kita bersatu jaga ri  prabowo,kantor dprd makasar tinggal puing amp mobil dinas tinggal kerangka besi dampak politik amp ekonomi filing kekutan rakyat percaya presiden prabowo presiden prabowo gulingkan ayo bersatu jaga prabowo,"['kantor', 'dprd', 'makasar', 'tinggal', 'puing', 'amp', 'mobil', 'dinas', 'tinggal', 'kerangka', 'besi', 'dampak', 'politik', 'amp', 'ekonomi', 'filing', 'kekutan', 'rakyat', 'percaya', 'presiden', 'prabowo', 'presiden', 'prabowo', 'gulingkan', 'ayo', 'bersatu', 'jaga', 'prabowo']",kantor dprd makasar tinggal puing amp mobil dinas tinggal kerangka besi dampak politik amp ekonomi filing tan rakyat percaya presiden prabowo presiden prabowo guling ayo satu jaga prabowo,kantor dprd makasar tinggal puing amp mobil dinas tinggal kerangka besi dampak politik amp ekonomi filing kekutan rakyat percaya presiden prabowo presiden prabowo gulingkan ayo bersatu jaga prabowo
Sun Aug 31 12:09:01 +0000 2025,1,meanwhile sg salah satu polisi. weh pelayan rakyat (rastra sewakottama) apanya anjing lu liat tu bangsat anggota lu mukulin nembakin rakyat demonstran sipil yang ga salah. kalian juga nyulik dan ngerusak fasilitas umum ya anjing. hell for y'all fuck y'all #ACAB #1312ACAB https://t.co/xVDrvYPpRy,0,3,0,"['#ACAB', '#1312ACAB']",meanwhile sg salah satu polisi weh pelayan rakyat rastra sewakottama apanya anjing lu liat tu bangsat anggota lu mukulin nembakin rakyat demonstran sipil yang ga salah kalian juga nyulik dan ngerusak fasilitas umum ya anjing hell for yall fuck yall,meanwhile sg salah polisi weh pelayan rakyat rastra sewakottama apanya liat tu anggota mukulin nembakin rakyat demonstran sipil salah nyulik ngerusak fasilitas ya hell for yall fuck yall,"['meanwhile', 'sg', 'salah', 'polisi', 'weh', 'pelayan', 'rakyat', 'rastra', 'sewakottama', 'apanya', 'liat', 'tu', 'anggota', 'mukulin', 'nembakin', 'rakyat', 'demonstran', 'sipil', 'salah', 'nyulik', 'ngerusak', 'fasilitas', 'ya', 'hell', 'for', 'yall', 'fuck', 'yall']",meanwhile sg salah polisi weh layan rakyat rastra sewakottama apa liat tu anggota mukulin nembakin rakyat demonstran sipil salah nyulik ngerusak fasilitas ya hell for yall fuck yall,meanwhile sg salah polisi weh pelayan rakyat rastra sewakottama apanya liat tu anggota mukulin nembakin rakyat demonstran sipil salah nyulik ngerusak fasilitas ya hell for yall fuck yall
Fri Aug 29 07:03:24 +0000 2025,37582,@prabowo - Ganti Kapolri Kapolda Metro Komandan Brimob - Kembalikan kedudukan Kepolisian dibawah kementerian - Reshuffle kabinet &amp; jauhkan dari antek² JKW - SEGERA terbitkan UU perampasan aset koruptor - Hukum seberat²nya pembunuh Affan Kurniawan Klo sampai gk terlaksana berarti omon²,79,179,7798,[], ganti kapolri kapolda metro komandan brimob  kembalikan kedudukan kepolisian dibawah kementerian  reshuffle kabinet amp jauhkan dari antek jkw  segera terbitkan uu perampasan aset koruptor  hukum seberatnya pembunuh affan kurniawan klo sampai gk terlaksana berarti omon,ganti kapolri kapolda metro komandan brimob kembalikan kedudukan kepolisian dibawah kementerian reshuffle kabinet amp jauhkan jkw terbitkan uu perampasan aset koruptor hukum seberatnya pembunuh affan kurniawan terlaksana omon,"['ganti', 'kapolri', 'kapolda', 'metro', 'komandan', 'brimob', 'kembalikan', 'kedudukan', 'kepolisian', 'dibawah', 'kementerian', 'reshuffle', 'kabinet', 'amp', 'jauhkan', 'jkw', 'terbitkan', 'uu', 'perampasan', 'aset', 'koruptor', 'hukum', 'seberatnya', 'pembunuh', 'affan', 'kurniawan', 'terlaksana', 'omon']",ganti kapolri kapolda metro komandan brimob kembali duduk polisi bawah menteri reshuffle kabinet amp jauh jkw terbit uu ampas aset koruptor hukum berat bunuh affan kurniawan laksana omon,ganti kapolri kapolda metro komandan brimob kembalikan kedudukan kepolisian dibawah kementerian reshuffle kabinet amp jauhkan jkw terbitkan uu perampasan aset koruptor hukum seberatnya pembunuh affan kurniawan terlaksana omon
Fri Aug 29 12:51:30 +0000 2025,13891,Permintaan maaf Kapolri: gak mempan. Sahroni jd anggota biasa: gak mempan. Presiden pidato: gak mempan. Menunjukkan batas kesabaran rakyat sudah habis. Ditipu para politisi diinjak harga dirinya diperas uangnya (melalui pajak) diperlakukan tidak adil selama bertahun-tahun.,76,48,9332,[],permintaan maaf kapolri gak mempan sahroni jd anggota biasa gak mempan presiden pidato gak mempan menunjukkan batas kesabaran rakyat sudah habis ditipu para politisi diinjak harga dirinya diperas uangnya melalui pajak diperlakukan tidak adil selama bertahuntahun,permintaan maaf kapolri mempan sahroni anggota mempan presiden pidato mempan batas kesabaran rakyat habis ditipu politisi diinjak harga diperas uangnya pajak diperlakukan adil bertahuntahun,"['permintaan', 'maaf', 'kapolri', 'mempan', 'sahroni', 'anggota', 'mempan', 'presiden', 'pidato', 'mempan', 'batas', 'kesabaran', 'rakyat', 'habis', 'ditipu', 'politisi', 'diinjak', 'harga', 'diperas', 'uangnya', 'pajak', 'diperlakukan', 'adil', 'bertahuntahun']",minta maaf kapolri mempan sahroni anggota mempan presiden pidato mempan batas sabar rakyat habis tipu politis injak harga peras uang pajak laku adil bertahuntahun,permintaan maaf kapolri mempan sahroni anggota mempan presiden pidato mempan bata kesabaran rakyat habis ditipu politisi diinjak harga diperas uangnya pajak diperlakukan adil bertahuntahun
Thu Aug 28 17:35:08 +0000 2025,334,-rek Semua berawal dari pemimpin negerinya lalu pejabat dan kroni2nya terkhusus DPR lalu anjing2 penjaganya (polisi) sehingga terjadi tragedi menindas dan melindas https://t.co/1Hn8qkackB,3,9,90,[],rek semua berawal dari pemimpin negerinya lalu pejabat dan kroninya terkhusus dpr lalu anjing penjaganya polisi sehingga terjadi tragedi menindas dan melindas,rek pemimpin negerinya pejabat kroninya terkhusus dewan perwakilan rakyat penjaganya polisi tragedi menindas melindas,"['rek', 'pemimpin', 'negerinya', 'pejabat', 'kroninya', 'terkhusus', 'dewan', 'perwakilan', 'rakyat', 'penjaganya', 'polisi', 'tragedi', 'menindas', 'melindas']",rek pimpin negeri jabat kroni khusus dewan wakil rakyat jaga polisi tragedi tindas lindas,rek pemimpin negerinya pejabat kroninya terkhusus dewan perwakilan rakyat penjaganya polisi tragedi menindas melindas
Sun Aug 31 04:03:02 +0000 2025,597,@KyRizky270 iya prabowo emg baik bgt orang2 terdekatnya dikasih jabatan apalagi skrg jumlah menteri ga terbatas &amp; sesuai kebutuhan presiden. makanya kementerian kita byk bgttt tapi kinerjanya nol. belum lagi pejabat mau dinaikin gajinya biar ga korupsi katanya sementara eks koruptornya,2,2,74,[],iya prabowo emg baik bgt orang terdekatnya dikasih jabatan apalagi skrg jumlah menteri ga terbatas amp sesuai kebutuhan presiden makanya kementerian kita byk bgttt tapi kinerjanya nol belum lagi pejabat mau dinaikin gajinya biar ga korupsi katanya sementara eks koruptornya,iya prabowo banget orang terdekatnya dikasih jabatan skrg menteri terbatas amp sesuai kebutuhan presiden kementerian byk bgttt kinerjanya nol pejabat dinaikin gajinya biar korupsi eks koruptornya,"['iya', 'prabowo', 'banget', 'orang', 'terdekatnya', 'dikasih', 'jabatan', 'skrg', 'menteri', 'terbatas', 'amp', 'sesuai', 'kebutuhan', 'presiden', 'kementerian', 'byk', 'bgttt', 'kinerjanya', 'nol', 'pejabat', 'dinaikin', 'gajinya', 'biar', 'korupsi', 'eks', 'koruptornya']",iya prabowo banget orang dekat kasih jabat skrg menteri batas amp sesuai butuh presiden menteri byk bgttt kerja nol jabat dinaikin gaji biar korupsi eks koruptor,iya prabowo banget orang terdekatnya dikasih jabatan skrg menteri terbatas amp sesuai kebutuhan presiden kementerian byk bgttt kinerjanya nol pejabat dinaikin gajinya biar korupsi eks koruptornya
Sun Aug 31 11:15:00 +0000 2025,1267,Dalam pidato Prabowo yg terakhir pemerintahan kita terlihat skizofrenik dan kebingungan. Seperti halnya trauma menghadapi akar masalah yg telah menancap ini berat akan lebih nyaman meringankan gejalanya sementara. Berikut adalah tuntutan demo yg sebenarnya dan akan terus ada: https://t.co/3eINAfvRqd,9,7,744,[],dalam pidato prabowo yg terakhir pemerintahan kita terlihat skizofrenik dan kebingungan seperti halnya trauma menghadapi akar masalah yg telah menancap ini berat akan lebih nyaman meringankan gejalanya sementara berikut adalah tuntutan demo yg sebenarnya dan akan terus ada,pidato prabowo pemerintahan skizofrenik kebingungan halnya trauma menghadapi akar menancap berat nyaman meringankan gejalanya tuntutan demo,"['pidato', 'prabowo', 'pemerintahan', 'skizofrenik', 'kebingungan', 'halnya', 'trauma', 'menghadapi', 'akar', 'menancap', 'berat', 'nyaman', 'meringankan', 'gejalanya', 'tuntutan', 'demo']",pidato prabowo perintah skizofrenik bingung hal trauma hadap akar tancap berat nyaman ringan gejala tuntut demo,pidato prabowo pemerintahan skizofrenik kebingungan halnya trauma menghadapi akar menancap berat nyaman meringankan gejalanya tuntutan demo
Fri Aug 29 12:28:29 +0000 2025,4838,Jangan mau dipecah pikiran kita dengan narasi Ini tuntutan kepada Kepolisian saja Ini tuntutan kepada DPR saja Ini tuntutan kepada Pemerintah saja ini tuntutan kepada semuanya !,12,57,2741,[],jangan mau dipecah pikiran kita dengan narasi ini tuntutan kepada kepolisian saja ini tuntutan kepada dpr saja ini tuntutan kepada pemerintah saja ini tuntutan kepada semuanya ,dipecah pikiran narasi tuntutan kepolisian tuntutan dewan perwakilan rakyat tuntutan pemerintah tuntutan,"['dipecah', 'pikiran', 'narasi', 'tuntutan', 'kepolisian', 'tuntutan', 'dewan', 'perwakilan', 'rakyat', 'tuntutan', 'pemerintah', 'tuntutan']",pecah pikir narasi tuntut polisi tuntut dewan wakil rakyat tuntut perintah tuntut,dipecah pikiran narasi tuntutan kepolisian tuntutan dewan perwakilan rakyat tuntutan pemerintah tuntutan
Fri Aug 29 06:54:55 +0000 2025,633,@kompascom Janji meritokrasi ️ Bagi2 jabatan ke timses &amp; relawan ️ Janji berantas korupsi ️ Koruptor dikasih penghargaan ️ Janji lapangan kerja ️ PHK di mana-mana ️ Janji pemerintahan bersih ️ Pejabat bermasalah dipertahankan ️ Harus percaya apanya @prabowo?,6,23,187,[],janji meritokrasi  bagi jabatan ke timses amp relawan  janji berantas korupsi  koruptor dikasih penghargaan  janji lapangan kerja  phk di manamana  janji pemerintahan bersih  pejabat bermasalah dipertahankan  harus percaya apanya ,janji meritokrasi jabatan timses amp relawan janji berantas korupsi koruptor dikasih penghargaan janji lapangan kerja phk manamana janji pemerintahan bersih pejabat bermasalah dipertahankan percaya apanya,"['janji', 'meritokrasi', 'jabatan', 'timses', 'amp', 'relawan', 'janji', 'berantas', 'korupsi', 'koruptor', 'dikasih', 'penghargaan', 'janji', 'lapangan', 'kerja', 'phk', 'manamana', 'janji', 'pemerintahan', 'bersih', 'pejabat', 'bermasalah', 'dipertahankan', 'percaya', 'apanya']",janji meritokrasi jabat timses amp rawan janji berantas korupsi koruptor kasih harga janji lapang kerja phk manamana janji perintah bersih jabat masalah tahan percaya apa,janji meritokrasi jabatan timses amp relawan janji berantas korupsi koruptor dikasih penghargaan janji lapangan kerja phk manamana janji pemerintahan bersih pejabat bermasalah dipertahankan percaya apanya
